ISIN,Fund_Name,NAV,Date
INF336L01IE1,HSBC Multi Asset Active FOF IDCW,27.9266,2025-06-02
INF109K01X16,ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - Growth,131.6755,2025-06-02
INF109K01W90,ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - IDCW,103.2596,2025-06-02
INF109K01837,ICICI Prudential Asset Allocator Fund (FOF) - Growth,119.3418,2025-06-02
INF109K01FJ9,ICICI Prudential Asset Allocator Fund (FOF) - IDCW,91.7133,2025-06-02
INF109KC1FW3,ICICI Prudential BHARAT 22 FOF - Cumulative Option,32.0975,2025-06-02
INF109KC1FX1,ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option,32.1072,2025-06-02
INF109KC1V91,ICICI Prudential BSE 500 ETF FOF - Direct Plan - Growth,15.5807,2025-06-02
INF109KC1W09,ICICI Prudential BSE 500 ETF FOF - Direct Plan - IDCW,15.5805,2025-06-02
INF109KC1V67,ICICI Prudential BSE 500 ETF FOF - Growth,15.3228,2025-06-02
INF109KC1V75,ICICI Prudential BSE 500 ETF FOF - IDCW,15.3226,2025-06-02
INF109K01X57,ICICI Prudential Debt Management Fund (FOF) - Direct Plan -  IDCW,41.2392,2025-06-02
INF109K01X73,ICICI Prudential Debt Management Fund (FOF) - Direct Plan - Growth,46.8419,2025-06-02
INF109K01878,ICICI Prudential Debt Management Fund (FOF) - Growth,45.0188,2025-06-02
INF109K01FS0,ICICI Prudential Debt Management Fund (FOF ) - IDCW,39.2679,2025-06-02
INF109KC1F34,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth Option,17.0579,2025-06-02
INF109KC1F42,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - IDCW,17.0578,2025-06-02
INF109KC1F00,ICICI Prudential Global Advantage Fund (FOF) - Growth Option,16.4168,2025-06-02
INF109KC1F18,ICICI Prudential Global Advantage Fund (FOF) - IDCW,16.4163,2025-06-02
INF109K01W82,ICICI Prudential Income plus Arbitrage Active FOF - Direct Plan - Growth,66.7438,2025-06-02
INF109K01W66,ICICI Prudential Income plus Arbitrage Active FOF - Direct Plan - IDCW,51.6122,2025-06-02
INF109K01811,ICICI Prudential Income Plus Arbitrage Active FOF - Growth,62.1694,2025-06-02
INF109K01EB9,ICICI Prudential Income plus Arbitrage Active FOF - IDCW,47.705,2025-06-02
INF109KC1I49,ICICI Prudential India Equity FOF - Direct Plan - Growth,31.3105,2025-06-02
INF109KC1I64,ICICI Prudential India Equity FOF - Direct Plan - IDCW,24.3846,2025-06-02
INF109KC1I15,ICICI Prudential India Equity FOF - Growth,30.1117,2025-06-02
INF109KC1I31,ICICI Prudential India Equity FOF - IDCW,23.2816,2025-06-02
INF109KC1P81,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - Growth,17.8921,2025-06-02
INF109KC1Q07,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - IDCW,17.8921,2025-06-02
INF109KC1P57,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,17.5667,2025-06-02
INF109KC1P73,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - IDCW,17.5667,2025-06-02
INF109KC1R89,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,14.8714,2025-06-02
INF109KC1S05,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - IDCW,14.871,2025-06-02
INF109KC1R55,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,14.619,2025-06-02
INF109KC1R71,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - IDCW,14.6189,2025-06-02
INF109K1A120,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - Direct Plan - Growth,10.9978,2025-06-02
INF109K1A146,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - Direct Plan - IDCW,10.9978,2025-06-02
INF109K1A096,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - Growth,10.9908,2025-06-02
INF109K1A112,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - IDCW,10.9908,2025-06-02
INF109KC1Y15,ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - Growth,15.0327,2025-06-02
INF109KC1Y23,ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - IDCW,15.0425,2025-06-02
INF109KC1X81,ICICI Prudential Passive Multi-Asset Fund of Funds - Growth,14.8116,2025-06-02
INF109KC1X99,ICICI Prudential Passive Multi-Asset Fund of Funds - IDCW,14.8117,2025-06-02
INF109K01DW7,ICICI Prudential Passive Strategy Fund (FOF) - IDCW,125.1115,2025-06-02
INF109K01W33,ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan -  IDCW,132.234,2025-06-02
INF109K01W58,ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan - Growth,167.9269,2025-06-02
INF109K01795,ICICI Prudential Passive Strategy Fund (FOF) - Growth,160.5792,2025-06-02
INF109K01U92,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  Growth,31.0992,2025-06-02
INF109K01U76,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  IDCW,31.1021,2025-06-02
INF109K01TK8,ICICI Prudential Regular Gold Savings Fund (FOF) - Growth,30.0691,2025-06-02
INF109K01TM4,ICICI Prudential Regular Gold Savings Fund (FOF) - IDCW,30.0696,2025-06-02
INF109KC1Y98,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - Growth,15.3233,2025-06-02
INF109KC1Z06,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - IDCW,15.3235,2025-06-02
INF109KC1Y64,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Growth,15.0716,2025-06-02
INF109KC1Y72,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - IDCW,15.0713,2025-06-02
INF109K01X40,ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,237.0393,2025-06-02
INF109K01852,ICICI Prudential Thematic Advantage Fund (FOF) - Growth,222.4567,2025-06-02
INF109K01FR2,ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,172.4453,2025-06-02
INF205K01NH3,Invesco India Gold ETF Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),28.472,2025-06-02
INF205K01NJ9,Invesco India Gold ETF Fund of Fund - Direct Plan- - Growth,28.5157,2025-06-02
INF205K01FA4,Invesco India Gold ETF Fund of Fund - Growth,27.4905,2025-06-02
INF205K01FB2,Invesco India Gold ETF Fund of Fund - IDCW (Payout / Reinvestment),27.4937,2025-06-02
INF174K01AT3,Kotak Gold Fund Growth,37.3619,2025-06-02
INF174K01MP6,Kotak Gold Fund Growth - Direct,39.3437,2025-06-02
INF174K01AU1,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option,37.3618,2025-06-02
INF174K01MQ4,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct,39.3434,2025-06-02
INF174KA1KJ2,Kotak Income Plus Arbitrage FOF-Direct Plan-Growth,12.3461,2025-06-02
INF174KA1KK0,Kotak Income Plus Arbitrage FOF-Direct Plan-IDCW,12.3463,2025-06-02
INF174KA1KG8,Kotak Income Plus Arbitrage FOF-Regular Plan-Growth,12.3134,2025-06-02
INF174KA1KH6,Kotak Income Plus Arbitrage FOF-Regular Plan-IDCW,12.3133,2025-06-02
INF174K01LN3,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Growth - Direct,248.785,2025-06-02
INF174K01LO1,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Payout of Income Distribution cum capital withdrawal option,244.309,2025-06-02
INF174K01468,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Growth,231.364,2025-06-02
INF174K01484,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Payout of Income Distribution cum capital withdrawal option,225.211,2025-06-02
INF174KA1MQ3,Kotak Silver ETF Fund of Fund - Direct Plan - Growth Option,13.3031,2025-06-02
INF174KA1MR1,Kotak Silver ETF Fund of Fund - Regular Plan - Growth Option,13.1714,2025-06-02
INF397L01BU4,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,26.7137,2025-06-02
INF397L01992,LIC MF Gold ETF Fund of Fund-Regular Plan-Growth,25.3521,2025-06-02
INF769K01OE3,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Direct Plan - Growth,11.091,2025-06-02
INF769K01OG8,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Direct Plan - IDCW,11.09,2025-06-02
INF769K01OB9,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Regular Plan - Growth,11.077,2025-06-02
INF769K01OD5,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Regular Plan - IDCW,11.077,2025-06-02
INF769K01OK0,Mirae Asset BSE Select IPO ETF Fund of Fund - Direct Plan - Growth,11.884,2025-06-02
INF769K01OM6,Mirae Asset BSE Select IPO ETF Fund of Fund - Direct Plan - IDCW,11.883,2025-06-02
INF769K01OH6,Mirae Asset BSE Select IPO ETF Fund of Fund - Regular Plan - Growth,11.888,2025-06-02
INF769K01OJ2,Mirae Asset BSE Select IPO ETF Fund of Fund - Regular Plan - IDCW,11.869,2025-06-02
INF769K01GE9,Mirae Asset Diversified Equity Allocator Passive FOF - Direct Plan - Growth,24.599,2025-06-02
INF769K01GD1,Mirae Asset Diversified Equity Allocator Passive FOF - Direct Plan - IDCW,24.618,2025-06-02
INF769K01GB5,Mirae Asset Diversified Equity Allocator Passive FOF - Regular Plan - Growth,24.508,2025-06-02
INF769K01GA7,Mirae Asset Diversified Equity Allocator Passive FOF - Regular Plan - IDCW,24.511,2025-06-02
INF769K01MV1,Mirae Asset Gold ETF Fund of Fund - Direct Plan - Growth,12.281,2025-06-02
INF769K01MW9,Mirae Asset Gold ETF Fund of Fund - Direct Plan - IDCW,12.28,2025-06-02
INF769K01MS7,Mirae Asset Gold ETF Fund of Fund - Regular Plan - Growth,12.25,2025-06-02
INF769K01MT5,Mirae Asset Gold ETF Fund of Fund - Regular Plan - IDCW,12.241,2025-06-02
INF769K01HT5,Mirae Asset Hang Seng TECH ETF Fund of Fund Regular Plan - Growth Option,11.24,2025-06-02
INF769K01HU3,Mirae AssetHang Seng TECH ETF Fund of Fund Direct Plan - Growth Option,11.421,2025-06-02
INF769K01GP5,Mirae Asset Nifty 100 ESG Sector Leaders Fund  of Fund Direct IDCW,18.612,2025-06-02
INF769K01GM2,Mirae Asset Nifty 100 ESG Sector Leaders Fund  of Fund Regular IDCW,18.286,2025-06-02
INF769K01GQ3,Mirae Asset Nifty 100 ESG Sector Leaders Fund of Fund Direct Growth,18.616,2025-06-02
INF769K01GN0,Mirae Asset Nifty 100 ESG Sector Leaders Fund of Fund Regular Growth,18.323,2025-06-02
INF769K01HZ2,Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan - Growth,17.975,2025-06-02
INF769K01HY5,Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan- IDCW,17.976,2025-06-02
INF769K01HW9,Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - Growth,17.739,2025-06-02
INF769K01HV1,Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - IDCW,17.805,2025-06-02
INF769K01NP1,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - Growth,9.363,2025-06-02
INF769K01NR7,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - IDCW,9.363,2025-06-02
INF769K01NM8,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - Growth,9.346,2025-06-02
INF769K01NO4,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - IDCW,9.346,2025-06-02
INF769K01LN0,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,10.058,2025-06-02
INF769K01LO8,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW,10.057,2025-06-02
INF769K01LK6,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth,10.003,2025-06-02
INF769K01LL4,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW,10.008,2025-06-02
INF769K01LG4,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,10.282,2025-06-02
INF769K01LH2,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW,10.281,2025-06-02
INF769K01LD1,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth,10.219,2025-06-02
INF769K01LE9,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW,10.221,2025-06-02
INF769K01LU5,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - Growth,8.564,2025-06-02
INF769K01LV3,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - IDCW,8.57,2025-06-02
INF769K01LR1,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - Growth,8.538,2025-06-02
INF769K01LS9,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - IDCW,8.531,2025-06-02
INF769K01HH0,Mirae Asset NYSE FANG + ETF Fund of Fund Direct Growth,28.831,2025-06-02
INF769K01HG2,Mirae Asset NYSE FANG + ETF Fund of Fund Regular Growth,28.375,2025-06-02
INF769K01HR9,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Direct Growth,19.27,2025-06-02
INF769K01HQ1,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth,18.979,2025-06-02
INF247L01AQ1,Motilal Oswal 5 Year G-Sec Fund Of Fund Direct -Growth,12.599,2025-06-02
INF247L01AR9,Motilal Oswal 5 Year G-Sec Fund Of Fund Regular -Growth,12.5653,2025-06-02
INF247L01AL2,Motilal Oswal Asset Allocation FOF- A- Direct Growth,17.6442,2025-06-02
INF247L01AM0,Motilal Oswal Asset Allocation FOF- A- Regular Growth,17.2549,2025-06-02
INF247L01AN8,Motilal Oswal Asset Allocation FOF- C- Direct Growth,15.9609,2025-06-02
INF247L01AO6,Motilal Oswal Asset Allocation FOF- C- Regular Growth,15.6102,2025-06-02
INF247L01BM8,Motilal Oswal Gold and Silver ETFs Fund of Funds(Direct Plan),17.7681,2025-06-02
INF247L01BN6,Motilal Oswal Gold and Silver ETFs Fund of Funds(Regular Plan),17.5998,2025-06-02
INF247L01718,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,37.7618,2025-06-02
INF247L01700,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,36.8185,2025-06-02
INF204KB16X6,Nippon India Diversified Equity Flexicap Passive FoF - Direct Plan - Growth Option,20.9274,2025-06-02
INF204KB14X1,Nippon India Diversified Equity Flexicap Passive FoF - IDCW Option,20.4894,2025-06-02
INF204KB13X3,Nippon India Diversified Equity Flexicap Passive FoF - Regular Plan - Growth Option,20.4894,2025-06-02
INF204KB17X4,Nippon India Diversified Equity Flexicap Passive FoF- DIRECT Plan - IDCW Option,20.9274,2025-06-02
INF204K01YD2,NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option,38.8771,2025-06-02
INF204K01YC4,Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,38.8771,2025-06-02
INF204K01KO8,NIPPON INDIA GOLD SAVINGS FUND - IDCW Option,37.1952,2025-06-02
INF204K01KN0,Nippon India Gold Savings Fund-Growth plan- Growth Option,37.1952,2025-06-02
INF204KB16Y4,Nippon India Multi Asset Active FoF - Direct Plan - Growth Option,22.177,2025-06-02
INF204KB17Y2,Nippon India Multi Asset Active FoF - DIRECT Plan - IDCW Option,22.177,2025-06-02
INF204KB14Y9,Nippon India Multi Asset Active FoF - IDCW Option,21.2458,2025-06-02
INF204KB13Y1,Nippon India Multi Asset Active FoF - Regular Plan - Growth Option,21.2458,2025-06-02
INF204KB1X25,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,25.0958,2025-06-02
INF204KB1X41,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,25.0958,2025-06-02
INF204KB1W91,Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,24.7266,2025-06-02
INF204KB1X17,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option,24.7266,2025-06-02
INF204KC1378,Nippon India Silver ETF FOF- Direct Plan-Growth Option,15.2486,2025-06-02
INF204KC1386,Nippon India Silver ETF FOF- Direct Plan-IDCW Option,15.2486,2025-06-02
INF204KC1352,Nippon India Silver ETF FOF- Regular Plan-IDCW Option,15.0485,2025-06-02
INF204KC1345,Nippon India Silver ETF FOF-Regular Plan- Growth Option,15.0485,2025-06-02
INF082J01093,Quantum Equity Fund of Funds - Direct Plan Growth Option,83.496,2025-06-02
INF082J01101,Quantum Equity Fund Of Funds - Direct Plan IDCW,83.496,2025-06-02
INF082J01275,Quantum Equity Fund of Funds - Regular Plan Growth Option,82.078,2025-06-02
INF082J01283,Quantum Equity Fund Of Funds - Regular Plan IDCW,82.078,2025-06-02
INF082J01150,Quantum Gold Savings Fund - Direct Plan Growth Option,37.2241,2025-06-02
INF082J01358,Quantum Gold Savings Fund - Regular Plan Growth Option,36.8196,2025-06-02
INF082J01168,Quantum Multi Asset Fund of Funds - Direct Plan Growth Option,34.5462,2025-06-02
INF082J01341,Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,33.7748,2025-06-02
INF082J01416,Quantum Nifty 50 ETF Fund of Fund - Direct Plan - Growth,14.5371,2025-06-02
INF082J01424,Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth,14.4878,2025-06-02
INF200K01RN3,SBI Gold Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),29.6937,2025-06-02
INF200K01HB9,SBI Gold Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),28.4314,2025-06-02
INF200K01HA1,SBI GOLD FUND REGULAR PLAN - GROWTH,28.424,2025-06-02
INF200K01RP8,SBI GOLD FUND- DIRECT PLAN - GROWTH,29.7365,2025-06-02
INF200KB1753,SBI Income Plus Arbitrage Active FOF- Direct Plan- Growth,10.0798,2025-06-02
INF200KB1761,SBI Income Plus Arbitrage Active FOF- Direct Plan- Income Distribution Cum Capital Withdrawal Option,10.0798,2025-06-02
INF200KB1720,SBI Income Plus Arbitrage Active FOF- Regular Plan- Growth,10.0781,2025-06-02
INF200KB1738,SBI Income Plus Arbitrage Active FOF- Regular Plan- Income Distribution Cum Capital Withdrawal Option,10.0781,2025-06-02
INF200KB1225,SBI Silver ETF FOF- Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),10.5082,2025-06-02
INF200KB1233,SBI Silver ETF Fund of Fund- Direct Plan - Growth,10.5432,2025-06-02
INF200KB1241,SBI Silver ETF Fund of Fund- Direct Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),10.5433,2025-06-02
INF200KB1266,SBI Silver ETF Fund of Fund- Regular Plan - Growth,10.5085,2025-06-02
INF277KA1869,Tata Gold ETF Fund of Fund Direct Plan Growth Option,15.1212,2025-06-02
INF277KA1885,Tata Gold ETF Fund of Fund Direct Plan IDCW Payout Option,15.1212,2025-06-02
INF277KA1901,Tata Gold ETF Fund of Fund Regular Plan Growth Option,14.9951,2025-06-02
INF277KA1851,Tata Gold ETF Fund of Fund Regular Plan IDCW Payout Option,14.9951,2025-06-02
INF277KA1DT2,Tata Income Plus Arbitrage Active FOF - Direct Plan Growth Option,10.0256,2025-06-02
INF277KA1DV8,Tata Income Plus Arbitrage Active FOF - Direct Plan IDCW Payout Option,10.0256,2025-06-02
INF277KA1DQ8,Tata Income Plus Arbitrage Active FOF - Regular Plan Growth Option,10.0239,2025-06-02
INF277KA1DS4,Tata Income Plus Arbitrage Active FOF - Regular Plan IDCW Payout Option,10.0239,2025-06-02
INF277KA1463,Tata Nifty India Digital ETF Fund of Fund -Regular Plan-Growth,13.832,2025-06-02
INF277KA1430,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-Growth,14.0341,2025-06-02
INF277KA1448,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-IDCW Payout,14.0341,2025-06-02
INF277KA1471,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Payout,13.832,2025-06-02
INF277KA1943,Tata Silver ETF Fund of Fund Direct Plan Growth Option,13.3624,2025-06-02
INF277KA1968,Tata Silver ETF Fund of Fund Direct Plan IDCW Payout Option,13.3624,2025-06-02
INF277KA1893,Tata Silver ETF Fund of Fund Regular Plan Growth Option,13.2744,2025-06-02
INF277KA1935,Tata Silver ETF Fund of Fund Regular Plan IDCW Payout Option,13.2744,2025-06-02
INF582M01LA0,Union Gold ETF Fund of Fund - Direct Plan - Growth Option,11.2715,2025-06-02
INF582M01KW6,Union Gold ETF Fund of Fund - Direct Plan - IDCW Option,11.2715,2025-06-02
INF582M01KT2,Union Gold ETF Fund of Fund - Regular Plan - Growth Option,11.2636,2025-06-02
INF582M01KU0,Union Gold ETF Fund of Fund - Regular Plan - IDCW Option,11.2636,2025-06-02
INF789F1AWB9,UTI Gold ETF Fund of Fund - Direct Plan - Growth Option,18.6835,2025-06-02
INF789F1AWA1,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton,18.4683,2025-06-02
INF789F1AB55,UTI Income Plus Arbitrage Active Fund of Fund - Direct Plan - Growth Option,10.1767,2025-06-02
INF789F1AB63,UTI Income Plus Arbitrage Active Fund of Fund - Regular Plan - Growth Option,10.1692,2025-06-02
INF789F1AYL4,UTI Silver ETF Fund of Fund - Direct Plan - Growth Option,12.7798,2025-06-02
INF789F1AYM2,UTI Silver ETF Fund of Fund - Regular Plan - Growth Option,12.6792,2025-06-02
INF0R8F01083,Zerodha Gold ETF FoF-Direct Plan - Growth Option,12.7235,2025-06-02
INF209KB19C3,Aditya Birla Sun Life Nasdaq 100 FOF-Direct IDCW,14.9867,2025-06-02
INF209KB18C5,Aditya Birla Sun Life Nasdaq 100 FOF-Direct-Growth,14.9846,2025-06-02
INF209KB15C1,Aditya Birla Sun Life Nasdaq 100 FOF-Regular Growth,14.7736,2025-06-02
INF209KB16C9,Aditya Birla Sun Life Nasdaq 100 FOF-Regular IDCW,14.7725,2025-06-02
INF209KB16W7,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct Growth,11.1027,2025-06-02
INF209KB17W5,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct IDCW Payout,11.1027,2025-06-02
INF209KB13W4,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth,11.0925,2025-06-02
INF209KB14W2,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW,11.0914,2025-06-02
INF209KB12X4,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct Growth,11.2829,2025-06-02
INF209KB13X2,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct IDCW,11.2828,2025-06-02
INF209KB19W1,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth,11.272,2025-06-02
INF209KB10X8,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW,11.272,2025-06-02
INF846K01X06,Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option,19.5757,2025-06-02
INF846K01X14,Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW,19.5715,2025-06-02
INF846K01X30,Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option,18.6474,2025-06-02
INF846K01X48,Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW,18.6475,2025-06-02
INF846K01Z20,Axis Global Innovation Fund of Fund - Direct Plan - Growth,14.12,2025-06-02
INF846K01Z38,Axis Global Innovation Fund of Fund - Direct Plan - IDCW,14.12,2025-06-02
INF846K01Z53,Axis Global Innovation Fund of Fund - Regular Plan - Growth,13.53,2025-06-02
INF846K01Z61,Axis Global Innovation Fund of Fund - Regular Plan - IDCW,13.53,2025-06-02
INF846K01Y39,Axis Greater China Equity Fund of Fund - Direct Plan - Growth Option,8.01,2025-06-02
INF846K01Y47,Axis Greater China Equity Fund of Fund - Direct Plan - IDCW,8.0,2025-06-02
INF846K01Y62,Axis Greater China Equity Fund of Fund - Regular Plan - Growth Option,7.64,2025-06-02
INF846K01Y70,Axis Greater China Equity Fund of Fund - Regular Plan - IDCW,7.63,2025-06-02
INF846K012K9,Axis NASDAQ 100 Fund of Fund - Direct Plan - Growth,19.4173,2025-06-02
INF846K013K7,Axis NASDAQ 100 Fund of Fund - Direct Plan - IDCW,19.4172,2025-06-02
INF846K015K2,Axis NASDAQ 100 Fund of Fund - Regular Plan - Growth,19.2227,2025-06-02
INF846K016K0,Axis NASDAQ 100 Fund of Fund - Regular Plan - IDCW,19.2226,2025-06-02
INF846K017T9,Axis US Treasury Dynamic Bond ETF Fund of Fund - Direct Plan - Growth Option,10.5877,2025-06-02
INF846K018T7,Axis US Treasury Dynamic Bond ETF Fund of Fund - Direct Plan - IDCW Option,10.5869,2025-06-02
INF846K013T8,Axis US Treasury Dynamic Bond ETF Fund of Fund - Regular Plan - Growth Option,10.5803,2025-06-02
INF846K014T6,Axis US Treasury Dynamic Bond ETF Fund of Fund - Regular Plan - IDCW Option,10.5802,2025-06-02
INF194KB1CF2,BANDHAN US EQUITY FUND OF FUND - GROWTH - DIRECT PLAN,15.79,2025-06-02
INF194KB1CC9,BANDHAN US EQUITY FUND OF FUND - GROWTH - REGULAR PLAN,15.172,2025-06-02
INF194KB1CG0,BANDHAN US EQUITY FUND OF FUND - IDCW - DIRECT PLAN,15.79,2025-06-02
INF194KB1CD7,BANDHAN US EQUITY FUND OF FUND - IDCW - REGULAR PLAN,15.172,2025-06-02
INF251K01QT5,Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - Growth Option,13.3691,2025-06-02
INF251K01QU3,Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - IDCW Option,13.3691,2025-06-02
INF251K01QR9,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan - IDCW Option,12.7972,2025-06-02
INF251K01QQ1,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan Growth,12.7972,2025-06-02
INF740K01PC5,DSP Global Clean Energy Fund of Fund - Direct Plan - Growth,18.5447,2025-06-02
INF740K01PD3,DSP Global Clean Energy Fund of Fund - Direct Plan - IDCW,13.6098,2025-06-02
INF740K01284,DSP Global Clean Energy Fund of Fund - Regular Plan - Growth,17.6273,2025-06-02
INF740K01292,DSP Global Clean Energy Fund of Fund - Regular Plan - IDCW,12.2565,2025-06-02
INF740K01OH7,DSP US Flexible Equity Fund of Fund - Direct Plan - Growth,64.3246,2025-06-02
INF740K01OI5,DSP US Flexible Equity Fund of Fund - Direct Plan - IDCW,53.826,2025-06-02
INF740K01LP6,DSP US Flexible Equity Fund of Fund - Regular Plan - Growth Option,58.7399,2025-06-02
INF740K01LQ4,DSP US Flexible Equity Fund of Fund - Regular Plan - IDCW,27.9294,2025-06-02
INF740KA1UJ6,DSP US Treasury Fund of Fund - Direct - Growth,10.8312,2025-06-02
INF740KA1UK4,DSP US Treasury Fund of Fund - Direct - IDCW,10.8312,2025-06-02
